value,report_period_begin,region_name,report_period_end
2138,2010-01-01,Приволжский ФО,2010-03-01
58,2010-01-01,Новгородская  область,2010-04-01
9,2010-01-01,Республика Мордовия,2010-03-01
54,2010-01-01,Брянская область,2010-04-01
191,2010-01-01,Тюменская область,2010-04-01
281,2010-01-01,Нижегородская область,2010-04-01
290,2010-01-01,Дальневосточный ФО,2010-03-01
129,2010-01-01,Приморский край,2010-04-01
15,2010-01-01,Курская область,2010-04-01
1082,2010-01-01,г. Москва,2010-04-01
40,2010-01-01,Амурская область,2010-04-01
252,2010-01-01,Саратовская область,2010-04-01
352,2010-01-01,Новосибирская область,2010-04-01
22,2010-01-01,Кировская область,2010-04-01
126,2010-01-01,Оренбургская область,2010-04-01
278,2010-01-01,Ханты-Мансийский АО,2010-04-01
139,2010-01-01,Владимирская область,2010-04-01
12811,2010-01-01,Российская Федерация,2010-04-01
321,2010-01-01,Северо-Кавказский ФО,2010-03-01
473,2010-01-01,Южный ФО,2010-03-01
520,2010-01-01,г. Санкт-Петербург,2010-04-01
121,2010-01-01,Ивановская область,2010-04-01
145,2010-01-01,Ставропольский край,2010-04-01
261,2010-01-01,Ростовская область,2010-04-01
743,2010-01-01,Московская область,2010-04-01
1162,2010-01-01,Уральский ФО,2010-03-01
179,2010-01-01,Кемеровская область-Кузбасс,2010-04-01
45,2010-01-01,Костромская область,2010-04-01
63,2010-01-01,Ямало-Ненецкий АО,2010-04-01
194,2010-01-01,Омская область,2010-04-01
25,2010-01-01,Орловская область,2010-04-01
230,2010-01-01,Волгоградская область,2010-04-01
195,2010-01-01,Алтайский край,2010-04-01
51,2010-01-01,Калининградская область,2010-04-01
133,2010-01-01,Хабаровский край,2010-04-01
143,2010-01-01,Ленинградская область,2010-04-01
96,2010-01-01,Мурманская область,2010-04-01
96,2010-01-01,Астраханская область,2010-04-01
20,2010-01-01,Рязанская область,2010-04-01
76,2010-01-01,Республика Коми,2010-04-01
2019,2010-01-01,Сибирский ФО,2010-04-01
122,2010-01-01,Ярославская область,2010-04-01
105,2010-01-01,Смоленская область,2010-04-01
176,2010-01-01,Ставропольский край,2010-05-01
162,2010-01-01,Удмуртская Республика,2010-04-01
35,2010-01-01,Кабардино-Балкарская Респ.,2010-04-01
51,2010-01-01,Калужская область,2010-05-01
36,2010-01-01,Республика Саха (Якутия),2010-04-01
160,2010-01-01,Ульяновская область,2010-04-01
12,2010-01-01,Республика Адыгея,2010-04-01
33,2010-01-01,Республика Марий Эл,2010-04-01
420,2010-01-01,Дальневосточный ФО,2010-04-01
70,2010-01-01,Тамбовская область,2010-04-01
658,2010-01-01,Красноярский край,2010-04-01
154,2010-01-01,Хабаровский край,2010-05-01
35,2010-01-01,Республика Хакасия,2010-04-01
2,2010-01-01,Республика Алтай,2010-04-01
8,2010-01-01,Еврейская АО,2010-04-01
20,2010-01-01,Карачаево-Черкесская Респ.,2010-04-01
17,2010-01-01,Камчатский край,2010-04-01
230,2010-01-01,Алтайский край,2010-05-01
325,2010-01-01,Республика Башкортостан,2010-04-01
88,2010-01-01,Томская область,2010-04-01
183,2010-01-01,Ивановская область,2010-05-01
402,2010-01-01,Челябинская область,2010-04-01
8,2010-01-01,Республика Калмыкия,2010-04-01
2914,2010-01-01,Приволжский ФО,2010-04-01
402,2010-01-01,Республика Татарстан,2010-04-01
299,2010-01-01,Пермский край,2010-04-01
25,2010-01-01,Сахалинская область,2010-04-01
155,2010-01-01,Краснодарский край,2010-05-01
31,2010-01-01,Республика Бурятия,2010-04-01
79,2010-01-01,Калининградская область,2010-05-01
3,2010-01-01,Чукотский АО,2010-04-01
68,2010-01-01,Чеченская Республика,2010-04-01
151,2010-01-01,Тульская область,2010-04-01
61,2010-01-01,Республика Карелия,2010-04-01
1583,2010-01-01,Уральский ФО,2010-04-01
12,2010-01-01,Республика Тыва,2010-04-01
61,2010-01-01,Забайкальский край,2010-04-01
527,2010-01-01,Свердловская область,2010-04-01
177,2010-01-01,Приморский край,2010-05-01
115,2010-01-01,Республика Дагестан,2010-04-01
37,2010-01-01,Чувашская Республика,2010-04-01
138,2010-01-01,Тверская область,2010-05-01
19,2010-01-01,Еврейская АО,2010-05-01
45,2010-01-01,Республика Марий Эл,2010-05-01
126,2010-01-01,Астраханская область,2010-05-01
322,2010-01-01,Волгоградская область,2010-05-01
1429,2010-01-01,г. Москва,2010-05-01
131,2010-01-01,Смоленская область,2010-05-01
253,2010-01-01,Омская область,2010-05-01
11,2010-01-01,Республика Калмыкия,2010-05-01
210,2010-01-01,Ульяновская область,2010-05-01
9,2010-01-01,Республика Мордовия,2010-05-01
47,2010-01-01,Архангельская область,2010-05-01
953,2010-01-01,Московская область,2010-05-01
24,2010-01-01,Белгородская область,2010-05-01
156,2010-01-01,Вологодская область,2010-05-01
102,2010-01-01,Тамбовская область,2010-05-01
256,2010-01-01,Иркутская область,2010-05-01
1,2010-01-01,Ненецкий АО,2010-05-01
253,2010-01-01,Тюменская область,2010-05-01
59,2010-01-01,Костромская область,2010-05-01
67,2010-01-01,Воронежская область,2010-05-01
137,2010-01-01,Мурманская область,2010-05-01
112,2010-01-01,Томская область,2010-05-01
458,2010-01-01,Северо-Кавказский ФО,2010-04-01
88,2010-01-01,Республика Карелия,2010-05-01
51,2010-01-01,Амурская область,2010-05-01
381,2010-01-01,Ханты-Мансийский АО,2010-05-01
2942,2010-01-01,Центральный ФО,2010-04-01
813,2010-01-01,Красноярский край,2010-05-01
241,2010-01-01,Кемеровская область-Кузбасс,2010-05-01
72,2010-01-01,Брянская область,2010-05-01
16794,2010-01-01,Российская Федерация,2010-05-01
83,2010-01-01,Новгородская  область,2010-05-01
352,2010-01-01,Нижегородская область,2010-05-01
194,2010-01-01,Тульская область,2010-05-01
94,2010-01-01,Республика Коми,2010-05-01
718,2010-01-01,Южный ФО,2010-04-01
1233,2010-01-01,Северо-Западный ФО,2010-04-01
78,2010-01-01,Ямало-Ненецкий АО,2010-05-01
676,2010-01-01,Свердловская область,2010-05-01
28,2010-01-01,Кировская область,2010-05-01
176,2010-01-01,Владимирская область,2010-05-01
2,2010-01-01,Республика Алтай,2010-05-01
470,2010-01-01,Новосибирская область,2010-05-01
142,2010-01-01,Республика Дагестан,2010-05-01
45,2010-01-01,Чувашская Республика,2010-05-01
3866,2010-01-01,Центральный ФО,2010-05-01
85,2010-01-01,Псковская область,2010-05-01
38,2010-01-01,Магаданская область,2010-05-01
464,2010-01-01,Ханты-Мансийский АО,2010-06-01
145,2010-01-01,Ярославская область,2010-05-01
12,2010-01-01,Республика Тыва,2010-05-01
2559,2010-01-01,Сибирский ФО,2010-05-01
387,2010-01-01,Пермский край,2010-05-01
50,2010-01-01,Кабардино-Балкарская Респ.,2010-05-01
717,2010-01-01,г. Санкт-Петербург,2010-05-01
48,2010-01-01,Республика Саха (Якутия),2010-05-01
1672,2010-01-01,Северо-Западный ФО,2010-05-01
361,2010-01-01,Ростовская область,2010-05-01
12,2010-01-01,Республика Адыгея,2010-05-01
91,2010-01-01,Ямало-Ненецкий АО,2010-06-01
